Facility Code,Facility Name,Division,Type,Owner,Location,Constituency,Beds,Cots,Job Title of in Charge,Open 24 Hours,Open Weekends,Operational Status,ART,C-IMCI,FP,HBC,IPD,Mapped_Constituency,Constituencies,Total Population,Male Population,Female Population
16795,nairobi womens hospital adams,kilimani,other hospital,private enterprise (institution),kilimani,dagoretti north,0,0,,n,n,operational,n,n,n,n,n,dagoretti,DAGORETTI,"434,208","217,651","216,526"
19511,nakhayo medical clinic,kibra,medical clinic,private enterprise (institution),kibra,kibra,0,0,,n,y,operational,n,n,n,n,n,kibra,KIBRA,"185,777","94,199","91,569"
19279,narzareth medical services,kasarani,medical clinic,private practice - general practitioner,githurai,roysambu,0,0,clinical officer,n,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
13119,nascop vct,dagoretti,vct centre (stand-alone),ministry of health,golfcourse,kibra,0,0,,n,n,operational,y,n,n,y,n,kibra,KIBRA,"185,777","94,199","91,569"
13194,national spinal injury hospital,kilimani,national referral hospital,ministry of health,kilimani,dagoretti north,30,0,medical superintendant,y,y,operational,n,y,n,y,n,dagoretti,DAGORETTI,"434,208","217,651","216,526"
13130,national youth service hq dispensary (ruaraka),kasarani,dispensary,state coorporation,ruaraka,roysambu,0,0,clinical officer,n,n,operational,n,n,y,n,y,kasarani,KASARANI,"780,656","381,234","399,385"
19161,neema medical clinic (kibera),lang'ata,medical clinic,private practice - clinical officer,kibra,kibra,0,0,clinical officer,n,y,operational,n,n,n,n,n,kibra,KIBRA,"185,777","94,199","91,569"
13120,new life home childrens home (kilimani),kilimani,medical clinic,non-governmental organizations,kilimani,dagoretti north,0,0,,n,n,operational,n,y,n,n,y,dagoretti,DAGORETTI,"434,208","217,651","216,526"
18218,new partner initiative (npi) sasa centre,eastleigh north,health project,non-governmental organizations,eastleigh north,kamukunji,0,0,,n,n,operational,n,n,n,n,n,kamukunji,KAMUKUNJI,"268,276","136,670","131,599"
18007,new partners initiative scaling up hiv and aids pr,south b,health programme,non-governmental organizations,mukuru nyayo,makadara,0,0,nursing officer in charge,n,n,operational,n,n,n,n,n,makadara,MAKADARA,"189,536","96,369","93,157"
19509,new riruta medical clinic,kawangware,dispensary,private enterprise (institution),kawangware,dagoretti north,0,0,nursing officer in charge,n,n,operational,n,n,n,n,n,dagoretti,DAGORETTI,"434,208","217,651","216,526"
20530,newlight medical centre(dandora),dandora,medical clinic,private practice - clinical officer,dandora,kasarani,0,0,clinical officer,n,n,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
20528,nezel medical centre njiru,njiru,medical clinic,private practice - nurse / midwife,njiru,kasarani,0,0,nursing officer in charge,n,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
13121,ngaira rhodes dispensary,city square,dispensary,local authority,central business district,starehe,0,0,nursing officer in charge,n,y,operational,y,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
13122,ngara health centre (city council of nairobi),central,health centre,local authority,ngara,starehe,24,0,nursing officer in charge,y,y,operational,y,y,n,n,y,starehe,STAREHE,"210,423","109,173","101,238"
13123,ngong road dispensary,dagoretti,dispensary,local authority,woodley,kibra,0,0,nursing officer in charge,n,n,operational,n,n,y,y,y,kibra,KIBRA,"185,777","94,199","91,569"
19236,ngumba medical centre,ruaraka,medical clinic,private enterprise (institution),ruaraka,ruaraka,10,2,medical superintendant,n,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
19479,nile medical care,mutuini,dispensary,private practice - clinical officer,mutuini,dagoretti south,0,0,clinical officer,n,y,operational,n,n,n,n,n,dagoretti,DAGORETTI,"434,208","217,651","216,526"
13125,nimoli medical centre,kasarani,dispensary,private enterprise (institution),ruaraka,kasarani,4,1,nursing officer in charge,y,y,operational,n,n,y,y,y,kasarani,KASARANI,"780,656","381,234","399,385"
21026,nimoli medical services,embakasi,medical clinic,private practice - nurse / midwife,tassia,embakasi east,0,0,nursing officer in charge,n,y,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
13126,njiru dispensary,njiru,dispensary,local authority,njiru,kasarani,0,0,nursing officer in charge,n,n,operational,n,n,y,y,y,kasarani,KASARANI,"780,656","381,234","399,385"
13127,nsis health centre (ruaraka),kasarani,health centre,ministry of health,ruaraka,ruaraka,0,0,,n,n,operational,n,n,y,n,y,kasarani,KASARANI,"780,656","381,234","399,385"
13128,nuffield nursing home,kasarani,nursing home,private enterprise (institution),githurai,kasarani,0,0,,n,n,operational,y,n,y,y,y,kasarani,KASARANI,"780,656","381,234","399,385"
17955,nuru lutheran media ministry,golf course,vct centre (stand-alone),other faith based,woodley,kibra,0,0,,n,n,operational,n,n,n,n,n,kibra,KIBRA,"185,777","94,199","91,569"
19499,nyalego medical clinic,kawangware,dispensary,private practice - nurse / midwife,kawangware,dagoretti north,0,0,nursing officer in charge,n,y,operational,n,n,n,n,n,dagoretti,DAGORETTI,"434,208","217,651","216,526"
13129,nyina wa mumbi dispensary,dagoretti,dispensary,other faith based,kawangware,dagoretti north,0,0,hospital director,n,n,operational,n,n,n,y,y,dagoretti,DAGORETTI,"434,208","217,651","216,526"
21188,nyumba kubwa community clinic(darajani),kibra,dispensary,ministry of health,makina,kibra,0,0,nursing officer in charge,n,n,pending opening,n,n,n,n,n,kibra,KIBRA,"185,777","94,199","91,569"
13131,nyumbani diagnostic laboratory and medical clinic,lang'ata,medical clinic,non-governmental organizations,karen,lang'ata,2,0,nursing officer in charge,y,y,operational,y,n,n,y,n,langata,LANGATA,"197,489","96,698","100,774"
18436,oasis medical clinic,dandora,medical clinic,private practice - unspecified,dandora,kasarani,0,0,nursing officer in charge,n,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
19492,odeon medical centre (nairobi),central,medical clinic,private practice - general practitioner,central,starehe,0,0,clinical officer,n,y,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
13132,ofafa i clinic,makadara,medical clinic,local authority,maringo,makadara,0,0,nursing officer in charge,n,n,operational,n,n,y,n,y,makadara,MAKADARA,"189,536","96,369","93,157"
13133,ogwedhi dispensary (nairobi north),kasarani,dispensary,private enterprise (institution),ruaraka,roysambu,0,0,,n,n,operational,n,n,y,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
18797,olive link health care,makadara,health centre,non-governmental organizations,viwandani,makadara,6,0,nursing officer in charge,y,y,operational,n,n,n,n,n,makadara,MAKADARA,"189,536","96,369","93,157"
20626,olympic community clinic,kibra,dispensary,ministry of health,sarang'ombe,kibra,0,0,,n,n,not-operational,n,n,n,n,n,kibra,KIBRA,"185,777","94,199","91,569"
19465,orient medical care,dagoretti south,dispensary,private practice - nurse / midwife,waithaka,dagoretti south,0,0,nursing officer in charge,n,y,operational,n,n,n,n,n,dagoretti,DAGORETTI,"434,208","217,651","216,526"
13135,orthodox dispensary,dagoretti,dispensary,christian health association of kenya,kawangware,dagoretti south,0,0,clinical officer,n,n,operational,n,n,y,y,y,dagoretti,DAGORETTI,"434,208","217,651","216,526"
16892,our lady of lourdes mwea hospital,embakasi kayole,other hospital,kenya episcopal conference-catholic secretariat,kayole,embakasi central,50,20,nursing officer in charge,y,y,not-operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
13136,p & t clinic,makadara,dispensary,parastatal,viwandani,makadara,0,0,,n,n,not-operational,n,n,y,n,y,makadara,MAKADARA,"189,536","96,369","93,157"
13137,padens medicare centre,westlands,medical clinic,private enterprise (institution),westlands,westlands,4,0,nursing officer in charge,n,n,operational,n,y,y,y,y,westlands,WESTLANDS,"308,854","153,818","155,021"
13138,pangani dispensary,central,dispensary,local authority,kariokor,starehe,0,0,,n,n,operational,n,n,n,y,y,starehe,STAREHE,"210,423","109,173","101,238"
18387,paradise medical centre,dandora,medical clinic,private practice - general practitioner,dandora,kasarani,10,2,nursing officer in charge,y,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
19424,parkroad dental clinic (ngara),ngara,medical clinic,private practice - unspecified,ngara,starehe,0,0,,n,n,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
13139,parkroad nursing home (nairobi),ngara,nursing home,private enterprise (institution),ngara,starehe,30,6,doctor in charge,y,y,operational,n,n,y,y,y,starehe,STAREHE,"210,423","109,173","101,238"
12977,patanisho maternity and nursing home,embakasi,nursing home,private enterprise (institution),kayole,embakasi central,21,0,nursing officer in charge,y,y,operational,n,n,y,y,y,embakasi,EMBAKASI,"988,808","492,476","496,270"
13124,pcea clinic (ngundo),ruai,medical clinic,christian health association of kenya,ruai,kasarani,0,0,,n,n,not-operational,n,n,y,y,y,kasarani,KASARANI,"780,656","381,234","399,385"
12910,pcea dandora clinic,dandora,medical clinic,christian health association of kenya,dandora,kasarani,0,0,,n,n,operational,y,n,y,y,y,kasarani,KASARANI,"780,656","381,234","399,385"
19435,pcea kayole parish health centre,kayole,medical clinic,christian health association of kenya,kayole,embakasi central,3,2,nursing officer in charge,n,y,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
18763,pcea kuwinda health clinic,lang'ata,dispensary,christian health association of kenya,langata,lang'ata,0,0,clinical officer,n,n,not-operational,n,n,n,n,n,langata,LANGATA,"197,489","96,698","100,774"
19700,pcea pipeline clinic,mukuru,medical clinic,christian health association of kenya,mukuru,embakasi south,2,1,,n,n,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
18494,pcea silanga church vct,kibra,vct centre (stand-alone),christian health association of kenya,laini saba,kibra,0,0,nursing officer in charge,n,n,pending opening,n,n,n,n,n,kibra,KIBRA,"185,777","94,199","91,569"
19289,peace medical clinic,roysambu,medical clinic,private practice - general practitioner,ruaraka,ruaraka,0,0,nursing officer in charge,n,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
20449,penta medical centre umoja,umoja,medical clinic,private practice - medical specialist,umoja ii,embakasi west,6,2,clinical officer,n,y,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
19975,pentapharm limited,city centre,medical centre,private practice - general practitioner,city center,starehe,0,0,,n,y,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
19540,pharmat health care,central,dental clinic,private practice - unspecified,central,starehe,0,0,,n,n,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
19483,philis medical laboratory,central,laboratory (stand-alone),private practice - unspecified,central,starehe,0,0,,n,n,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
13141,piemu medical health centre,kasarani,medical clinic,private practice - unspecified,ruaraka,ruaraka,0,0,,n,n,not-operational,n,n,y,n,y,kasarani,KASARANI,"780,656","381,234","399,385"
13142,pine medical clinic,embakasi,medical clinic,private enterprise (institution),kayole,embakasi central,8,2,,y,y,operational,n,n,y,n,y,embakasi,EMBAKASI,"988,808","492,476","496,270"
13143,pipeline medical health services,embakasi,medical clinic,private practice - clinical officer,mukuru kwanjenga,embakasi south,8,1,nursing officer in charge,y,y,operational,n,n,y,y,y,embakasi,EMBAKASI,"988,808","492,476","496,270"
12978,pipeline nursing home,embakasi,nursing home,private enterprise (institution),mukuru,embakasi south,15,3,,y,y,operational,n,n,y,y,y,embakasi,EMBAKASI,"988,808","492,476","496,270"
20653,planet clinic ltd,starehe,medical centre,private practice - general practitioner,city center,starehe,0,0,nursing officer in charge,n,y,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
19353,plaza x-ray services (re-insurance plaza-nairobi),central,radiology unit,private enterprise (institution),central,starehe,0,0,doctor in charge,n,y,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
19878,police central workshop dispensary,viwandani,dispensary,armed forces,viwandani,starehe,0,0,nursing officer in charge,n,n,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
13145,pona mat dispensary,kasarani,dispensary,private enterprise (institution),kahawa,ruaraka,0,0,,n,n,operational,n,n,y,n,y,kasarani,KASARANI,"780,656","381,234","399,385"
13146,port health dispensary (langata),lang'ata,dispensary,ministry of health,mugumoini,lang'ata,0,0,,n,y,operational,n,n,n,n,n,langata,LANGATA,"197,489","96,698","100,774"
19901,positive partner network vct,central,vct centre (stand-alone),non-governmental organizations,central,starehe,0,0,,n,y,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
20067,post bank staff clinic,central,medical clinic,private practice - general practitioner,city center,starehe,0,0,nursing officer in charge,n,y,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
17996,precious life medical clinic ruai,ruai,medical clinic,private practice - general practitioner,ruai,embakasi north,0,0,clinical officer,n,y,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
19498,premier laboratory (nairobi),central,laboratory (stand-alone),private practice - unspecified,central,starehe,0,0,,n,y,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
18744,premium health services,kasarani,dispensary,private practice - medical specialist,kariobangi,embakasi north,0,0,,n,y,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
18556,prescort dispensary,kasarani,dispensary,ministry of health,kasarani,ruaraka,0,0,clinical officer,n,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
19275,prestige health centre (zimerman),kasarani,medical clinic,private practice - general practitioner,githurai,roysambu,0,0,clinical officer,n,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
20527,prestige medicare clinic njiru,njiru,medical clinic,private practice - clinical officer,njiru,kasarani,0,0,hospital director,n,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
13147,prime health services dispensary,kasarani,dispensary,private enterprise (institution),kahawa,roysambu,0,0,nursing officer in charge,y,y,operational,n,n,y,n,y,kasarani,KASARANI,"780,656","381,234","399,385"
19440,primed medical centre,kayole,medical clinic,private practice - clinical officer,komarock,embakasi central,2,1,clinical officer,y,y,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
20163,proact services,roysambu,medical clinic,private practice - nurse / midwife,kahawa west,roysambu,0,0,nursing officer in charge,y,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
19506,professional diagnostic centre (nairobi),central,laboratory (stand-alone),private practice - unspecified,central,starehe,0,0,,n,y,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
19290,promise medical services,roysambu,medical clinic,private practice - general practitioner,kariobangi,embakasi north,0,0,nursing officer in charge,n,y,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
13149,provide inter math dispensary,ruaraka,dispensary,private enterprise (institution),ruaraka,ruaraka,0,0,,n,n,operational,n,y,y,y,y,kasarani,KASARANI,"780,656","381,234","399,385"
13148,provide internatinal clinic (dandora),dandora,medical clinic,non-governmental organizations,dandora,kasarani,0,0,,n,y,operational,n,n,y,y,y,kasarani,KASARANI,"780,656","381,234","399,385"
13151,provide international clinic (kayole),embakasi,health centre,non-governmental organizations,kayole,embakasi central,8,1,nursing officer in charge,y,y,operational,n,n,y,y,y,embakasi,EMBAKASI,"988,808","492,476","496,270"
13150,provide international korogocho,kasarani,other hospital,other faith based,kasarani,ruaraka,0,0,,n,n,operational,y,n,n,y,y,kasarani,KASARANI,"780,656","381,234","399,385"
12971,provide international mutindwa umoja clinic,embakasi,dispensary,non-governmental organizations,umoja,embakasi west,0,0,nursing officer in charge,n,n,operational,n,n,y,n,y,embakasi,EMBAKASI,"988,808","492,476","496,270"
19521,providence whole care,riruta,dispensary,private enterprise (institution),riruta,dagoretti south,0,0,,n,n,operational,n,n,n,n,n,dagoretti,DAGORETTI,"434,208","217,651","216,526"
18001,prudent medical clinic kariobangi,kariobangi,medical clinic,private practice - general practitioner,kariobangi south,embakasi west,0,0,nursing officer in charge,y,y,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
13153,pstc health centre,kasarani,health centre,ministry of health,ruaraka,roysambu,0,0,,n,n,operational,n,n,y,n,y,kasarani,KASARANI,"780,656","381,234","399,385"
13154,pumwani clinic,pumwani,dispensary,local authority,pumwani,kamukunji,0,0,,n,n,operational,n,n,n,n,n,kamukunji,KAMUKUNJI,"268,276","136,670","131,599"
13155,pumwani majengo dispensary,pumwani,dispensary,local authority,pumwani majengo,kamukunji,0,0,nursing officer in charge,n,n,operational,y,y,y,y,y,kamukunji,KAMUKUNJI,"268,276","136,670","131,599"
13156,pumwani maternity hospital,pumwani,other hospital,local authority,pumwani,kamukunji,350,150,medical superintendant,y,y,operational,y,n,y,y,n,kamukunji,KAMUKUNJI,"268,276","136,670","131,599"
13157,pumwani maternity vct centre,pumwani,vct centre (stand-alone),local authority,pumwani,kamukunji,350,0,,n,n,operational,n,n,n,n,n,kamukunji,KAMUKUNJI,"268,276","136,670","131,599"
18757,r - care health clinic,riruta,medical clinic,private practice - nurse / midwife,riruta,dagoretti south,0,0,nursing officer in charge,n,y,operational,n,n,n,n,n,dagoretti,DAGORETTI,"434,208","217,651","216,526"
19370,radiant hosp kasarani,kasarani,medical clinic,private practice - general practitioner,kasarani,roysambu,0,0,clinical officer,n,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
13158,radiant pangani hospital,central,other hospital,private enterprise (institution),kariokor,starehe,0,0,,n,n,operational,y,n,n,y,y,starehe,STAREHE,"210,423","109,173","101,238"
19487,rafiki medical clinic (westlands),kangemi,medical clinic,private practice - unspecified,kangemi,westlands,0,0,,y,y,operational,n,n,n,n,n,westlands,WESTLANDS,"308,854","153,818","155,021"
13168,railway training institute dispensary south b,south b,dispensary,academic (if registered),mukuru nyayo,starehe,0,0,nursing officer in charge,n,n,operational,n,n,y,y,y,starehe,STAREHE,"210,423","109,173","101,238"
19213,rainbow clinic,lang'ata,medical clinic,private enterprise (institution),nairobi west,lang'ata,0,0,,n,y,operational,n,n,n,n,n,langata,LANGATA,"197,489","96,698","100,774"
21272,rama medical clinic,kayole,medical clinic,private practice - clinical officer,kayole,embakasi central,4,0,clinical officer,y,y,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
19535,rapha medical clinic,riruta,medical clinic,private practice - general practitioner,riruta,dagoretti north,0,0,,n,y,operational,n,n,n,n,n,dagoretti,DAGORETTI,"434,208","217,651","216,526"
19474,rapha mission clinic,bahati,medical clinic,christian health association of kenya,bahati,kamukunji,2,1,,y,y,operational,n,n,n,n,n,kamukunji,KAMUKUNJI,"268,276","136,670","131,599"
13159,ray of hope health centre,dagoretti,health centre,private enterprise (institution),kawangware,dagoretti north,3,0,,y,y,operational,n,y,y,y,y,dagoretti,DAGORETTI,"434,208","217,651","216,526"
17998,rays international clinic kariobangi,kariobangi,medical clinic,community,kariobangi south,embakasi west,0,0,nursing officer in charge,n,y,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
19616,recovery medical clinic (kariobangi south),kariobangi south,medical clinic,private practice - general practitioner,kariobangi south,embakasi west,6,4,,n,y,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
13160,redemeed health centre,roysambu,health centre,ministry of health,kahawa,ruaraka,0,0,,n,n,operational,n,n,y,y,y,kasarani,KASARANI,"780,656","381,234","399,385"
18668,reinha rosary medical clinic (githunguri),ruai,medical clinic,kenya episcopal conference-catholic secretariat,ruai,embakasi west,0,0,,n,y,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
21107,reliable medical health services,embakasi west,medical clinic,private practice - nurse / midwife,umoja,embakasi west,0,0,nursing officer in charge,y,y,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
19620,remla medical clinic (dandora),dandora,medical clinic,private practice - general practitioner,dandora,kasarani,0,0,,n,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
13173,reuben mukuru health centre,mukurui,health centre,kenya episcopal conference-catholic secretariat,imara daima,embakasi south,0,0,clinical officer,n,n,operational,y,n,n,y,y,embakasi,EMBAKASI,"988,808","492,476","496,270"
16168,revival home based care clinic,kibra,health centre,other faith based,sarang'ombe,kibra,4,0,clinical officer,y,y,operational,n,n,y,y,y,kibra,KIBRA,"185,777","94,199","91,569"
13162,rgc jipe moyo dispensary,dagoretti north,dispensary,christian health association of kenya,waithaka,dagoretti north,0,0,,n,n,operational,n,n,n,y,n,dagoretti,DAGORETTI,"434,208","217,651","216,526"
13163,rhodes chest clinic,central,dispensary,local authority,central business district,starehe,0,0,,n,n,operational,n,n,y,n,y,starehe,STAREHE,"210,423","109,173","101,238"
19544,rimaal medical laboratory,central,laboratory (stand-alone),private practice - unspecified,central,starehe,0,0,,n,y,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
19475,rinah health consultants,central,medical clinic,private practice - medical specialist,central,starehe,0,0,doctor in charge,n,y,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
13165,riruta health centre,dagoretti,dispensary,local authority,kawangware,dagoretti north,0,0,nursing officer in charge,n,n,operational,y,n,y,y,y,dagoretti,DAGORETTI,"434,208","217,651","216,526"
19642,roma medical clinic,eastleigh north,medical clinic,private enterprise (institution),eastleigh north,kamukunji,3,1,,n,y,operational,n,n,n,n,n,kamukunji,KAMUKUNJI,"268,276","136,670","131,599"
17861,romieva medical centre,embakasi,medical clinic,non-governmental organizations,mihan'go,embakasi east,20,2,clinical officer,y,y,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
19456,romieva medical centre tassia,embakasi,medical clinic,non-governmental organizations,embakasi,embakasi west,2,1,nursing officer in charge,n,y,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
13166,ronil medical clinic (githurai),kasarani,dispensary,private enterprise (institution),githurai,roysambu,0,0,nursing officer in charge,n,n,not-operational,n,n,y,y,y,kasarani,KASARANI,"780,656","381,234","399,385"
18992,rosade medical clinic,kibra,medical clinic,private practice - general practitioner,sarang'ombe,kibra,0,0,clinical officer,n,y,operational,n,n,n,n,n,kibra,KIBRA,"185,777","94,199","91,569"
19401,rosadett medical clinic,kariobangi,medical clinic,private practice - general practitioner,kariobangi,kasarani,0,0,,n,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
17938,round about medical centre,kasarani,health centre,private enterprise (institution),githurai,roysambu,4,2,clinical officer,y,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
13167,round about medical dispensary,kasarani,dispensary,private enterprise (institution),ruaraka,ruaraka,0,0,,n,n,operational,n,n,y,n,y,kasarani,KASARANI,"780,656","381,234","399,385"
18988,royal clinic-kibera,kibra,medical clinic,private practice - nurse / midwife,kibra,kibra,0,0,nursing officer in charge,n,y,operational,n,n,n,n,n,kibra,KIBRA,"185,777","94,199","91,569"
19382,royolk medical clinic,roysambu,medical clinic,private practice - general practitioner,githurai,roysambu,0,0,medical superintendant,n,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
18221,ruai (sda) clinic,njiru,medical clinic,other faith based,ruai,kasarani,0,0,clinical officer,n,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
13170,ruai community clinic,ruai,medical clinic,private enterprise (institution),ruai,kasarani,0,0,,n,n,operational,n,n,y,y,y,kasarani,KASARANI,"780,656","381,234","399,385"
13171,ruai health centre,ruai,health centre,local authority,ruai,kasarani,0,0,,n,n,operational,n,n,y,y,y,kasarani,KASARANI,"780,656","381,234","399,385"
13172,ruaraka clinic,kasarani,dispensary,ministry of health,kasarani,ruaraka,0,0,,n,n,operational,n,n,n,y,n,kasarani,KASARANI,"780,656","381,234","399,385"
18485,ruaraka uhai neema hospital,kasarani,other hospital,kenya episcopal conference-catholic secretariat,ruaraka,ruaraka,0,0,,y,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
13174,rural aid vct,central,vct centre (stand-alone),community,central business district,starehe,0,0,,n,n,operational,n,n,n,y,n,starehe,STAREHE,"210,423","109,173","101,238"
20231,sacoden vct center,kibra,medical clinic,non-governmental organizations,kibra,kibra,0,0,,n,y,operational,n,n,n,n,n,kibra,KIBRA,"185,777","94,199","91,569"
19640,sahal medical clinic,eastleigh north,medical clinic,private enterprise (institution),eastleigh north,kamukunji,4,1,,n,y,operational,n,n,n,n,n,kamukunji,KAMUKUNJI,"268,276","136,670","131,599"
18386,saika medical centre,njiru,medical clinic,private practice - general practitioner,njiru,kasarani,0,0,clinical officer,n,n,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
13175,salama nursing home,eastleigh north,nursing home,private practice - general practitioner,eastleigh section i,kamukunji,8,2,hospital director,y,y,operational,n,n,n,y,y,kamukunji,KAMUKUNJI,"268,276","136,670","131,599"
13176,samaritan medical services (dandora),njiru,nursing home,non-governmental organizations,dandora,kasarani,24,1,,y,y,operational,n,n,y,y,y,kasarani,KASARANI,"780,656","381,234","399,385"
20235,sam-link medical centre,kasarani,medical clinic,private practice - clinical officer,kasarani,kasarani,0,0,clinical officer,n,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
19379,sanitas lotus medical centre,roysambu,medical clinic,private practice - general practitioner,githurai,roysambu,0,0,clinical officer,n,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
13178,saola maternity and nursing home,kibra,maternity home,private enterprise (institution),laini saba,kibra,8,4,nursing officer in charge,y,y,operational,n,n,y,y,y,kibra,KIBRA,"185,777","94,199","91,569"
18773,sasa centre (westlands),kangemi,medical clinic,non-governmental organizations,kangemi,westlands,0,0,hospital director,n,y,pending opening,n,n,n,n,n,westlands,WESTLANDS,"308,854","153,818","155,021"
19311,sasa centre-ngara,ngara,medical clinic,non-governmental organizations,ngara,starehe,0,0,,n,n,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
19449,scion healthcare ltd clinic,mukuru,medical clinic,private practice - unspecified,kwa njenga,embakasi south,2,1,clinical officer,y,y,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
18593,sda health services likoni road clinic,viwandani,medical clinic,christian health association of kenya,viwandani,makadara,0,0,clinical officer,n,y,operational,n,n,n,n,n,makadara,MAKADARA,"189,536","96,369","93,157"
20304,selma medical clinic,roysambu,medical clinic,private practice - unspecified,githurai,roysambu,0,0,nursing officer in charge,n,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
18662,senate health services,dandora,medical clinic,private practice - nurse / midwife,dandora phase ii,kasarani,0,0,nursing officer in charge,n,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
13179,senye medical clinic,kibra,maternity home,private enterprise (institution),sarang'ombe,kibra,20,0,nursing officer in charge,y,y,operational,n,n,y,n,y,kibra,KIBRA,"185,777","94,199","91,569"
13180,sex workers operation project (swop),central,dispensary,non-governmental organizations,central business district,starehe,0,0,,n,n,operational,n,n,n,y,n,starehe,STAREHE,"210,423","109,173","101,238"
18176,sex workers outreach program (lang'ata),lang'ata,medical clinic,non-governmental organizations,mugumoini,lang'ata,0,0,,n,n,operational,n,n,n,n,n,langata,LANGATA,"197,489","96,698","100,774"
13181,sgrr medical clinic,lang'ata,medical clinic,other faith based,nairobi west,lang'ata,0,0,,n,n,operational,n,n,y,y,y,langata,LANGATA,"197,489","96,698","100,774"
13182,shaam nursing home,eastleigh north,nursing home,private enterprise (institution),eastleigh section i,kamukunji,10,0,,n,n,operational,n,y,y,y,y,kamukunji,KAMUKUNJI,"268,276","136,670","131,599"
